clean_comment,category
perfect workout song,1
time despacito 92 real,0
love hangover could go see film cinema...,1
mito,0
still watching 2020 youre legend..,1
nothing like listening high school party sophomore,0
first listening nightcores perfom.,0
yee yr later,0
always shit!!!! april2017,-1
riklex hater still keep clicking vids?s,-1
dude kanye west fuckin awsome,-1
legend love u kanye,1
lowkey give chill,1
2009 year?,0
"mrsokkerjunkie know, joking gayfish thing, but new album sometime soon, think release single does, working france last time heard, keane knaan.",0
sparkzy241 ?,0
dude fuck new kanye ! want kanye real kanye !,-1
paper fold ad starting annoy,-1
009 daft punk!,-1
beat,1
ducking theifs,-1
"435annett kanye paid tribute daft punk. even daft punk building video robot dudes? thats daft punk, son. gave mad credit daft punk said like version better, daft punk said liked harder revision song. love around. no one bigger. daft punk inspired many artist djs, many rapper listen them. missy elliots even voice dp technologic. dp since 93, son.",1
damn feelin nostalgic rn remembering everyone school wanted shade video dropped,1
beiglca 400 p,0
"people say song best ever, but really is.",1
know song good video quality 480p,1
2022 da house,0
daftpunk wuz xd,0
wat heck wat happened ft daft punk,-1
mr123uhs thumb down.. nice one mr. top comment..,1
2020 best year,1
need ya right now...,0
else 2077?!,0
genre son best hit cest carrment un cover de daft punk pi se pense le king dammmm vit sur un nuage imaginaire,0
guy fuccking genius,1
japanese mean?,0
discover kanye west 2022!?,0
shit go hard. check channel,-1
na! daft punk much better,-1
thank kanye west,1
subtitle chinese,-1
everyone shut up! ive heard daft punk version. suck ass! but kick song. people say shit without daft punk but daft punk also shit without this!,-1
hard believe based akira,-1
muiito foda essa musica .....,0
love msica,1
kanye clearly inspired akira video,0
iam working right now. anyone else?,0
think kanye west best hit,1
"kanye, using anime daft punk used making quite impressive. grats mate",1
style music this?,0
bro searched pete davidson came,1
"care came first, shut enjoy music. talented.",1
yefrom tokyo,0
shady betterrrrrrrrereeerrrerr hughuhghuhuguhuhuhghughuguhhuguh,1
love daft punk but god damn lot fan video incredibly stupid.,-1
kanye godd,0
day 36 listening stronger everyday 1 year,0
japanese english 007 kosero 010stosoga 015longer 017right 032i need 042ne 047gi negileek 051te 052 054 105keep 058yo 101go ape 115do 156 234achieve 216i wont killed 218makes stronger 221hurry 225ohhhh 227i cant anymore 230help 232 244 239d,0
nerdy white producer make music lol,0
moment yeezy neodevo jumped shark.,0
thats douchy not give credit daft punk song video... not even description.,-1
look cola bottle baby edwin birdsong.,0
scoop diddy woop,0
sigma,0
still 2022,0
basura de musica,0
bruh daft punk make nut like fr fr,-1
anyone 2024,1
but music video like irl kanye version akira,0
song insane,1
mt mt massa curti pakas ele canta de mais sem mankada,0
the. shit...,-1
backing word daft punk l,0
theyre fucking music video. thats credit.,-1
man kanye truth dis dude got sickest lyric earth right,0
sussy ???,-1
2017 song still awesome,1
"okay people get it, daft punk better blah blah.",-1
sample. song harder better faster stronger contains sample well. let tree keep growing...,1
song sound like made year 2100 ad,0
black kate moss . right ye. going super star.. allowed gov limitless.,1
"really unfortunate spiritually taken demon doesnt help trump make america great again. trump locked up. want history lesson folk let think back great people wanted make world peaceful equality? got murdered, locked up, deemed looney toon. etc etc. wake people. evil run world replace worker arent job anymore robots.",-1
thats incredable kanye!! like lyric beat helped with. made masterpiece!!!,1
"7 , used listen song im 18 still im here...",1
nothatfamous not go listen daft punk original? dont understand people,-1
forza,0
randomstough yeah!!!!!! thanks!!!,1
"head crack musiced song day felt piece pease... well mind go there.... people trip go angry listening.... thank kanye... cause could explain room... not room felt safer could say name, two word mind, people stopped tripping aon me!",1
work harder make better faster make u stronger ill never forget word edit live word,1
daft punk sound pretty damn good hip hop beat,1
day naissance daft punk,-1
uhhhhhhhhhhhhhhuuhuhuh,-1
"2019, 10",0
anyone watching 2007?,0
listened whole song taking shit. thanks ye.,0
best song evahhh,1
bumping 2019?,0
almost like boyka,0
"yeellowapple completely agree you, apart part said daft punk popular kanye",0
original song kanye west usin harder better faster stronger daft punk,0
know!,0
cause kanye west noob,-1
stfu?,-1
love thanx berry much,1
almost 12 year,0
me!!,1
awesome ....my fav,1
best p l n p w e r 3,1
cant take daft punk content man. why? why?,-1
number fifteen whopper whopper whopper whopper whopper junior double triple whopper flame grilled taste perfect topper rule day.,1
really appreciate used clean version music video,1
people underate him. actually quite good......depending song,1
hey u like fish sticks?,0
"first heard song like man kanye!, good one, saw ft. daft punk like oh...",1
6 year song still fuckin good,1
yeah never back,0
watch sub plz! ignore respect u dont want to.......watch?vnqono0yxhy,0
film outstanding,1
good daft punk song harder better faster stronger.,1
yo solo vine por el cover de 30 second mar p,0
bettifur,0
im akira,1
kanye west legend,1
somebody came kanye west stonger ?,0
"idk 100000 r costing phone bragging much abt face unlock iphonex , even 13000 costing moto g3 , face unlock ... yes noone time use photo unlock ur phone keeping front",-1
fuck much illuminati,-1
baddd kanye,-1
kanye 243.884.315 millionssss god man always liked keep going dude,1
first comment 2018!!,0
"still trust ye, dont love antisemitism stuff but assume point...use privledge make point bring thing back center!!!!!",0
22062021 brasil meu aniversrio hj kkkk,0
could not stand guy couple day ago. but apologised tswift well kind of. forgiven. country4life!,-1
"revelation 11415 bible kjv head hair white like wool, white snow eye flame fire foot like unto fine brass, burned furnace... daniel 106 kjv daniel 106 body also like beryl, face appearance lightning, eye lamp fire, arm foot like colour polished brass, voice word like voice multitude. deuteronomy 2868 king james version",0
"jesus christ, legendary",1
3183? anyone?,0
ereziafax no sir afraid kanye west gay fish,-1
"im not going b life story try make feel sorry me. however want inform spend countless hour everyday working hard make respectable rap music. write lyric poetry, im asking 5 minute time head channel give music listen. know maybe like hear subscribe, never know try. also could thumb others see, thanks.",1
wpades czy lecisz? bo nie mog si wygrzebac,0
world domination harder better faster stronger 3,1
"kanye west rapper rap meaning doesnt sex, gun, rapings.",0
"song dope though major success, thats cool though",1
daft punk rip daft punk,-1
girl one beautiful girl world.,1
never back anyone???????,0
daft punk version way better kanyes one complete copy fuck u kanye btw fish sticksdicks,-1
used think original version told cat slaped across face,0
"song good, but dont like video",-1
chuncy09 2....,0
bruh listen daft punk listen after.....i got chill tbh,0
"cool , hate songp",-1
song hot,1
shadyvox owned xdddd,0
likie,0
mafnvbgrunvhyta aubv ahviofnv dvbdv drgti topt igbo angorn rbo vfvjfv fv avf vfvfvaivhhaojhvnmnvhgn faiwihg rfg fgufhg fhrfgaov rggrigfyp rgwrg rfg g ra grg rgsarghv rfr grg grgiha gfr rguaig ufgfgg,0
"bigtyleraustin great rapper? look, one listened song bought daft punk. even lyric junk. voice just... well could find first ten people meet street half would sound better. track autotuned crap. yeah got decent stuff, but great rapper? not even close. bills, no respect man , hiding behind sunglass kind bullshit images.",-1
30 dec2024,0
lolol lightcycles,0
everyone please stand national anthem,1
check channel minute ? please would help allot 1 second noting would help allot,1
kanye west taknca bir ey yok trk erkei taksa apai nerde bu adalet,0
deliciousd2 naw stronger better,1
still fuckin banger,0
love hitler,1
one swat bazooka!!!!!!!!!!!!!!,0
perfect music!!,1
like si viniste por auronplay,0
shortarse!,1
akira hahaha,0
daft punk 012 ! lol,0
supahfreeak feel u kanye west great sample song kanye west open minded trying open people mind rap people need stop saying stole song video approved u hate version song u hate daft punk taste music,0
"eat force u work harder work faster nnowit didnt kill make stronger want hurry cant wait know misunderstood dude, ive waiting night turn need lost tonight tonight author im bos tonight doesnt",0
gym playlist song 100,1
feel like speed 1.25 better song,0
hey way get song but louder? earbuds suck,-1
hangoverrrr,-1
kanye west fan akira,0
"joke da day policewhere u live? mewith parent policewhere ur parent live? mewith policewhere u live? metogether policewhere ur house? menext neighbor policewhere ur neighbor house? meif tell u, wont believe policetell menext house",0
omg remember song! back music wasnt trash,0
nobody cares.,-1
listen song mile away kaz piech!!!,0
love irony line asking anybody make real shit anymore.,-1
rusguysproductions yeah. called sampling.,0
daft punk allowed use music. thats make cameo video. jeez.,0
music video look like timbaland way 50 cent ayo technology,0
"jibrivp2, want good rappin? watch john cena rap battle fan. rap!",1
tried remix song need stop!!!!!! real,-1
click show comment start adventure,0
good kayne west song,1
rip daft punk...,-1
tast beter watch?v1ptw2parmxu,0
didnt know used daftpunk song sample like week ago,0
wanted compare two versions.... daft punk win,-1
song would 304 mld not mln. first poprapcommercial motivational best.,1
"see kanye west monument plagiarism, butchering daft punk, blatantly ripping akira.....",-1
beat hard,-1
never back d!!,1
"yeah right, another dumb punk know nothing good music.",-1
damn jam like mp3 replaceable battery get amen?,0
ill bet billionaire found life extended technology...thats want 90 percent u dead 2030...,-1
cl,0
used love daft punk. found joined illuminati.,-1
never back s2,0
kanye 33333333,0
"nikeroxmysox yeah, six million dollar man think called.",0
nostalgia soaked right song,0
justin gayyyy,-1
came watching kakashi naruto v akatsuki,1
yes found,1
peace sit,0
"rainbow ye, 2 month b4 pride.",0
kanye went steal friend red motorcycle.,0
daft punk saved song...,0
disgusting see talented artist die young. rip,-1
co ci nie zabije ci wzmocni tekst z piosenki,0
"olha barulhinho amor,br",0
nice song ! 3,1
no shit dumbass !!!!,-1
130 probably best part,1
supersharpie010 ... oo,0
stupid vevo im trying sit enjoy kanye west but kind hard nicki manaj staring,-1
"work it, make it, it, make u harder, better, faster, stronger!",1
not copy song daft punk made. another version.,0
1year bible reading plan 2year bible reading plan,0
"clarify, singing dude standing behind beautiful woman.",1
w polsce dalej jak w chlewie obsranym gownem,0
aint kanye ye,0
tbh genuinely like song.,1
melhor fase dele,0
like fish stick,0
first fuck daft punk bitch stayed studio producing stuff real artist suck live bunch background bitch biggest hit people sampling shit.,-1
iimatiasii hahahahaha la viste hace unas horas en hbo jajajajaja,0
im kanye west!!,0
"make stronger obviously daft punk, cant see music full work harder make faster, need right now.",0
"acting president haiti, claude joseph, look kind man.",1
cydogint3443 didnt even contemplate margil17m might actually woman?,0
love japanese,1
dont listen rap much. but kinda like flashing lights.,1
"yourfearisreal yes, song daft harder,betteer......",0
youre best rapper world better stormzy better ed sheeran youre best,1
thumb first time saw video knew akira reference.,0
go vulture 1 2 bruh,0
coming back listen donda!,0
know poison make weaker,-1
"honored lateness. k, youre genius.",1
its. cool,1
nescafe,1
fact day first 33 second song based anime,0
wd2 trailer song,0
cant wait akira film come out.,1
think covering threw inteligences scientist right. dang em anwser youtube here.,-1
kim kanye daft punk breaking,-1
2018 brooo,0
"no didnt, daft punk produced entire beat. kanye vocals. get shit straight bro.",-1
"8 year man, feel old",-1
tetsuo!!!!!!!!!!!!kaneda!!!!!!!!!!!!!,0
would cool scene movie car chase police mustang police chasing ferrari lamborghini.,1
made song got shot,-1
black dude singing daft punk?,-1
azerbaycantrkiye,0
razavan not donate also devgru family seal team 6,0
1973?,0
song video way ahead time,1
gangster,-1
prefer daft punk version.,0
daft punk got feature music video think got due. relax musicbeats771.,1
thats fucking akira,-1
httpsbsta.rsa2c4359a classic kanye west type beat!!,1
yessss,1
thumb watched 1599,1
"conor mcgregor , listened song fucked whole featherweight lightweight roster ufc champ champ",-1
one video andor song like kanyewestvevo .,1
"even tho men contoversial, still legend",1
creator code kayne west,0
not hater hardcore daft punk fan think daft bettermy opinion good song arnt hater hater people hoe stuff mehhhh,1
looked song 4 year found last night never knew song,0
original wo kanye best. aint bad though.,1
wonder whats name.of.the cutie video love look,1
thumb youre listening 2012!,1
saw daftpunk,0
best song listen wilt cardio!,1
kanyes best song right here!,1
back music.,0
11 years....,0
im watchend 700000 v.c istone,0
kanye west greatest entertainer time. fuk haters.,0
song shit youre high,-1
quem ta vendo em 2016???,0
damn. issa clone reveiled,-1
beat sound like retro keyboard add,0
art teacher fine playing,1
food,0
"hey kanye, like fishticks?",0
back married big show,0
mother fucking kindergarten jam!!! 2007,-1
filipenis,0
japanese?,0
song would nothing without daft punk 3,0
kanye used make good shit,-1
people sample song time... stfu get it! yeezy baby!,-1
watching 2049?,0
good good,1
zeroman626 lol!,1
whats daft punk version called?? please send link title,0
"kanye need small loan 53,000,000",0
year 2017 still,0
bro got akira ahh rizz,0
best singer .... never back,1
say want kanye but produced best hip hop music generation ever feel. fact 10 year ago astounding. launched u future rap sound whether like not,1
personally dont buy kanye v daft punk shit. like song reasons. theyre different genre music genre appreciate equally.,1
vevo need tell something stop fucking music ok? damn!!!!,-1
akira vibe,0
make kanye 2009,0
god bless brother,1
pretty amazing even people started hater b lovin,1
2052 scoop dy scoop,0
glad started listening kayne made mason came,1
liamduffproductions u mean 0.1 wanted see kanye? p,0
"ummmmm yeah hate kanye, im never gunna get killing taylor swift moment vmas, no matter many time appologize! like agree me!",-1
mrmong9 might cause made techno remix song,0
watching may 1 2017,0
"like song, but best description ive ever heard someone said daft punk song much kanyes ego could fit",1
hope kanye acknowledges music video direct rip akira,0
never understand everyone hated kanye much g,-1
gay!,0
"2025 march, first time see kanye west video listen song. ive heard l song before, didnt know him. heard name mentioned lately checked out. rapper, okay.",0
song crazy,1
still asking dude famous music mid,0
r.i.p. nigga..,0
shame kanye racist nut job. make good music.,-1
daft spunk face hahahahahahahha cover face,0
"akira freak out! watch scary movie day! tetsuo transforms, hard watch then.",-1
anyone else happen notice video completely rip anime movie akira?,-1
yea im seven okay?!,1
watching right watching akira wild ride,0
work harder make better faster stronger,1
johngenaris no since remake one daft punk song daft punk video. isnt actually whole new song including daft punk,0
shoul listen original daft punk harder better faster stronger! much better,1
"plz take listen, make music enjoy! httpssoundcloud.comprojectn8d3ohshewansom3mo",1
song never stopped giving chills.,1
"youre fighting people contol hollywood, world banks, congress, take lot bravery, good luck.",0
jeez life used good,1
"cool vid but dont get part nurse get scared, happened whats language?",-1
fck akira ? jesus ...,-1
rapper president 2020? xd,0
"mum like, put one earphone hear then! im like, na dont kill me, make stronger. shes like, hannah? im like, no. goes, dont act like never told im like oh god mum superstition kill",-1
"10,345 people satanist",-1
lol sample. not feature.,0
im listening reapeat donda drop kanyeee!!!!,0
japanese read like order appearance kosero ??? stonga yorinagaku ??? imasugu right imaomaegahitsuyouda need right ne right? gi letter de point ganbare best! za letter ganbare best! yo letter kigakuruu go insane ganbare best! yare tatsuseishiro orewakoroserenai,0
favorite song kanye west stronger,1
480p? really kanye..,0
remember wearing red shirt crossing gravile bridge u driving bye like guy ? supporting clothing,0
anyone 100024?,0
"que mierda, esta version e el asco, mejor que coma palitos de pescado... quieres palitos de pescado kanye?",0
prefers original tune.,0
clip reminds movie hancock.,1
woooo!,1
kanedaaaaaa...,0
daft punk video,-1
acctually daft punk music shouldnt daft punk feat kanye west?,0
get red pilled get stronger,1
3379 not strong enough,-1
"wow, cant see feature daft punk anywhere. good job not giving credit.",-1
watch?vsz0bpxyjvw,0
omg song good never back,1
httpswww.twitch.tvrainbow6,0
10 year lol,0
big fan,1
"never but really think kid potential, like big sean wiz khalifa burst originality prty dope outcome...just take one second click username treativevision featured video...hes nice promise you, wont upset clicked",1
wife really hobbit?,0
"never back down, one.",0
"first song made daft punk called harder,better,faster,stronger",0
jtthunder1234 love you. figuratively speaking course.,1
love song fricking much daft punk version,1
2041,1
still listening this? hope im not one,0
great but prefeer daft punkyeah im french,1
trk olan yoktur ama yazam yine,0
shadyevery body,-1
song ahead time would even still amazing dropped today,1
lol 135 likey!!,1
bitch,-1
kaynes campaign intro,0
"projectchaosk26 dont understand hiphop, suggest shutting fuck up. sample!!! jesus!",-1
crash8208 daft punk make everything better,1
one best film ever seen!,1
memory lil peep 3,0
douchebag,-1
144p missed ..,0
play song ina car turn volume 13 bass 6 treble 5 !,0
listen every day tbh never get old,1
not dead dont believe everything read,0
shit brings back time,-1
iluminati?,0
listened universial orlando rip ride rocket im 10,0
whats neotokyo setting anyway?,0
tribute japanese film akira.,0
epicbrofist,0
idiots... aint dead. unless trolling then... dead!,-1
aint dead boy!,0
dont forget personal jess.,0
saw power ranger music video oo,0
"anybody else get problem come back video know already clicked like for, but like button not highlighted anymore, click like again, youre wondering like count 2 like youtube erased original like like again?",-1
gay man,-1
"scottie diddy team make sure all, got hospital eh , took green book bag purse id",0
dont get people dislike epic song like one,-1
true fan hip hop go youtube search box type jay jay check vision,0
"wow, truly awful.",-1
cuando no tienes con quien reproducirte viola tu almohada,0
synagogue satan revelation 29 39. enemy god enemy mankind 1 thessalonian 2 1415.,-1
mrphila35 dead.,-1
"kaneda west. like it. daft punk akira kanye west great sensations, lot good memories, awesome music.",1
lolflip2 bet u couldnt even tell wat based,0
errrr power stand top hi number,1
stay playlist time,0
"ok go daft punk made original song harder, better, faster, stronger 1997 kanye used sample autotuned voice background",0
"haters, die knowing cant even imagine take far, tipe artist make song daft punk ! greeting chile !",-1
love this! 3,1
like si eres de latinoamerica del norte,0
"know really aint long, but dang game missin kanye west!",0
big ups liquid richard,1
kanye made graduation... kanye made graduation... kanye made graduation...,0
good stuff,1
back music video meaning,0
"kanye guy good, hope not ruining career later.",1
japanese say kanye,0
thmbs coz never back down!!!!!!,1
king never die thru n thru revive black mon say multiplay n queen sade saunter thru splash wave like beach summer sun gazed urn wind blowed loud froze nova cane dug betweenst frame dont act like never told cha baby ya making better faster smarter stronger need chu hurry waiting night like kid waiting fried balogna like granny drinking foldgers since 3 whole city summer thats long,0
check watch?v3cgkwmkjlue,0
cool video tho,1
"kneecap belfast massive , makesmall strong",1
brasil agradece essa msica da minha parte sim love music,0
doritheshark az mr igaz,1
song end 005,0
think need u right know!,0
back music great,1
"yes know sample, friend. say sampling sucks. thats basically stealing imo.",-1
daft punk absolutely amazing!!!!!!!!!! would ever dislike them?! wish see live day,1
"video actually kanye showing robotic transformation nzi, winter soldier type shit 023",0
xbartuscopezz comment second highest rated exact oppisite,1
song unnatural banger g,1
geometry dash shit,-1
"en definitiva, e cine seores",1
239 youtube kanyewestvevo kanye west heaven. said ball court daniel templeton,0
fuck kanye west talentless po,-1
"obviously dont understand hip hop. kanye daft punk good friends, daft punk love kanye vice versa. daft punk let kanye sample song. sample work.",0
"lowkey beat no offense ye, better anyone could have, but beat unmatched p im destroyed rn",0
"thumb know daft punk agreed allow kanye west sing song, also think kanye west good rapper comet people stupid jealous...",-1
week 10 years?! damn...,-1
hi hater,-1
yayay,1
listening song 2030?,0
"missed joke, dumbass.",-1
10 year,1
pinkpolkadots1011 veeery updated heheheheh,1
"alguien en la cuarentena, escuchando esta arte bro",0
"come time yuu ask kanye west question ask song body make real shit anymore? including yuu kanye , authentic but since yuu became kardashian came yeezus ,em hole clothes ?? cant take yuu serious anymore",-1
haha gay... xd,0
video rules...i saw akira liked idea video...they make movie anime...,1
stop talking president,-1
kenzibro felt same.,0
shut cuz type word dont make sentence,-1
1 facepalmed 2 right,0
"fuck shady shit fuck, killed track!",-1
anyone watching 2016???,0
still listening 2016,0
someone watching much anime here...,0
orospu ocuklar na ark bu mk gaza geldim bak yine,0
"daftpunk video .. think theyre cool kayne. fact, two great song !",1
japen?,0
jestem siur,0
bar oyunda dan gelenler bi 1 leyinde grelim,0
one last respectable song kanye.,0
went poopity scoop,-1
remember name u go,0
"procura essa msica 20 anos, achei pohaaaaaaaaaaaaaa",0
edm dj hiphop 2007 theme 12,0
fuck ugly guy. ugly music ugly personalty bullshit.,-1
two greatest sampler game respective genre came together produced masterpiece.,1
like wale version,1
whats fish comment,-1
2009 videoooo b0ys,0
leonaldo88 haterrr alert!!!!!,-1
cassie featured video? song,0
not sure kanye but 90 today commercial artist that.,0
ppl giving thumb up?,-1
grande el hombre morado,0
yeah right jose,0
2020 im still,0
heard munsumo,0
acamannon wow. not like cant grow dumbass. btw grammar search it.,-1
time capsule,0
yeah! love song.,1
god video !!! continue !!,1
pitty name vande wouwer,0
scene ye walking room reminds akira,0
song hangeover,0
make yr song copypasta,0
"dont pray easy life, pray strength endure it.",0
never realized daft punk video,-1
nostalgia 3,0
marselo,0
honored lateness would even show fake shit!! fav part,-1
music great,1
240 kanye mean,0
meu hino!!! cad br?!,0
fucking love daft punk..,-1
antivictorian wtf,-1
saw song thought recently made,0
song listen play pokemon. nolife,1
playing song playing jump force,0
"love akira. one dont know, movie wich video based.",1
song reminds never back movie p,1
could piece shit but financially speaking success. regular earphone also piece shit but people still use also.,-1
wholl watch march 2016?!!!!,0
didnt know daft punk worked kanye,-1
song rocks! guy check supersonic nejati. pretty sweet well.,1
"read all,please share all. contribute effort donate money disease prevention. donate money medical treatment all.donate money disaster prevention. please give credit creator religion, taoism.listen adult, let go bad. practice good things.do not participate harming others. sharing food poor home abroad.waste must disposed properly. lot good things. throw away bad things. read follow all. life better. read sh",1
thump never back brought here!,0
lmfao used think song daft punk,-1
"think kanye would famous good song didnt date kim k, idk think",0
"okay guys, made graduation",1
music no one never stop like ironman stronger,1
andrzej goota,0
"jesus, akira reference video...",0
black akira ?,0
"doesnt kill make stronger harder, better, faster, stronger",1
rememberd wd2,0
sometimes 2009 rap better new one,0
chingon,0
"video make much sense watching original harder, better, faster, stronger video. midironica, no rapper ever put featuring.... talking music sample. notice vanilla ice ice ice baby, not vanilla ice featuring queen david bowie. though agree, daft punk deserves mentioned. put simply, daft punk amazing.",1
nigga watchin much akira,0
pao,0
"dont understand, ft. daft punk ?",-1
make dr pepper soda commercial,0
"hell point bleeping shit? know thats saying think head, fuck blocking do. make song gayer thats does.",-1
love moch dis song,1
new joint fivio alicia key masterpiece tell yall,1
love already,1
person song illuminati. talk god forsaking us. seems weird,-1
never kanye west version again!,-1
somebody else see tron matacycles???,0
one question music video start japan?,0
kanye killed talking bout stuff . know mean lost viewer,0
original harder better faster stronger 10000000x better,1
ohh day kanye opened mouth sing not bullshit,0
"hum4naft3rall k bad little harsh, im sure u kind talent",0
trk olan ye yo yo,0
yeezy!,1
may god bless u true power....ambassadors tread serpent,1
thekaraz03 taking songs? kanye sampled 6 second section vocal song daft punk also built sample. idiot,-1
really dont like rap aongs but one stand,0
ida sencil. lac.,0
asian girl look smooookeing,-1
1minute 20,1
havent heard song forever,-1
daft punk amazing,1
"go vanellope! youre one, true princess sugar rush!",1
20182019?,0
stronger ft. daft punk,0
thumb hate people asking thumb,-1
girl video kind look like kim,0
"basically, daft punk made kanye west stronger.",0
im not hater dont time im gonna give credit crediters kanye really good man but need change image seem want like p diddy,1
daft punk forever,-1
2021 im gen. 2000 daft punk shadowgundeadzone 20142017,0
hello kanye west,0
abbeda2009 good point,1
ddd best music ddd,1
halo song,0
see yall new national anthem.,0
always think never back jake walk fight club put end ryans shenanigan music bumpin crowd hyped,1
im friend.,1
best video ever!,1
else listening planet earth?,-1
cant believe daft punk defenletly dont even get single line credit title description.,-1
republichonor fuck song shit without daft punk another black guy ranting,-1
"sit ups, hardcore hahah",0
01001011 01011010,0
08aginesi well... like fishticks doesnt ?,0
si. ese. tipo. tiene estilo yea si,0
"work it, make it, it, make u harder, better, faster, stronger chorus nnow ththat dont kill make stronger need hurry cause cant wait much longer know got right cause cant get much wronger man, ive waiting night thats long ya work harder, make better faster, make u stronger need right now! need right now! verse 1 let get lost tonight could black kate moss tonight pla",1
nowhere daft punk name !,-1
robot bar fight music,0
love like agree,1
3rd best song ever,1
need remove kanye song!,0
rantasa blammaks apa nu kana,0
vevo beebed word fuk shit four times. screw u vevo.shit fuk shit fuk shit fuk,-1
back ye kanye,0
coolanddesign omfg,1
2019 ?!?!,1
"so, youre fucking gay yaoming",-1
cool song rocks!!!!,1
"listened riptide rockit universal studios, decided time come back song",1
anyone noticed influence music video akira?,0
thumb ur fav kanye song,1
better regular one,1
feel like daft punk cover song.,-1
r r k beeninde lke sansinlar,0
word say,0
wow japanese awesome...,1
"song honestly make angry. love daft punk, listen song make feel like kanye west take people song make worse.",-1
"ok, reason people think harder better faster stronger based this, yet daft punk came song kayne wwest did, people dont get yet?",-1
wonder,0
xd,0
shit though,-1
hear crappy rapping slowed dp song,-1
akira reference,1
3992??,0
"wow, guy unbearably love himself. guy thought beck shouldve given award beyonce respect real artistry? yeah, using beat frankenstein monster daft punk song artistic. fucking pretentious jackass.",-1
"daft punk probing kanye? crazy foreign movie stuff? well then, sick",-1
coach tyler,1
thumb said likey xd,1
"listening banger, thing go mind is... tf went wrong man?!",-1
hip hop need get back imo,0
jaleenarox know lol called sampling ppl dont know,0
preach!,0
good job using scene movie akira antikorean chinese japanese protests.,0
nobody allowed mess daft punk songs...,-1
"poor akira, associated guy",-1
fluffkomix rep isnt good storyline daft punk music cuz song belong interstella 5555 song kanye ttly retarded...,-1
hadthemanifestation rocafella,0
antibey20 talk somthing new not age ago,0
031 look like boner...,0
no concept irony see.,-1
back kanye actually decent,0
never back .!! 3 3,0
came alone trailer ralph 2?,0
ad song in?,0
stoleee,0
"wake man, wake up! hurry man, wake up! thats song reminds calling wake up! still like hear strong rhythm! april 24, 2025, anybody else?",1
like thanks ya,1
wtf top comment! give top comment ill learn lyric cover.,0
motivational shit right gymmusic lol,-1
"skaterboy131000 minority. daft punk owe lot thanks kanye opening daft punk whole new generation. yes, knew kanye. but cant deny kanye helped them.",1
stupid kanye used song without permission daft punk kanye ok singer but stupid using one daft punk incredible song fame money kanye disappointment,-1
la puta ostia joder!!!!,0
love yeaaaaaaaaaaaaaaaa,1
workout listen motivates,1
usually dont go 1 hour japanese chick but hot!!!!,1
lol wrote harder better part knuckle wrote faster stronger arm went around showing people like wanna like 10 people teacher like u guy high?,0
good song greeting argentina,1
"el puto que se cree dios, tiene mucho talento pero una horrible personalidad.",-1
song changed hip hop,1
anyone still 2021 real one,1
little known fact..... kanye pay get daft punk anything him. besides everyone know kanye gay fish!,-1
clip music,-1
wil make pump more!,1
watch 211 shut up!,0
shout kanye making music video one greatest animation film japanese history.,1
niye kimse byle arklar yapmyor artk,-1
fuck dislike this???,-1
"love kanye, disdain cocky way",1
"june 16, 2009. not aftermath. something bigger this. isnt coincidence one cant big entire hip hop industry. noted",0
ok.it look like kan blow back chinese military mind. xd,0
love wearing primark glass,1
even 2009 nine 212,0
daft punk maaan!,0
thats akira parody ft. kanye west.,0
wanna listen mf song mustang la,1
thesadstory123 .,0
"im save mommy black people, name steven pickering save not save kill killing sleep, kill shooting machine gun not stop shooting dead, kill me, see picture looking steven pickering youtube, also not die make president kill me... thank all, use phone call president not save all... also kill family except girl using gangster magic, thank yo",-1
one best kayne song,1
029 kayne get b0ner,0
song wake coma,1
"love kanye dont know why,most people hate aggh literally freak see hater coments heart breaking say know kanye love song",-1
anyone make real shit anymore? daft punk sample,-1
ohh awkward,-1
hey kanye u think gtip?,0
2009 best music,1
congrats music rap!it 10 year,1
im metal guy....but dam...good good,1
2019 lol,0
fuck thisis cool,-1
"kind arrogant douchebag, but damn music great.",-1
e r b,0
still fkn banga!,-1
"song great example good song. even hate kanye love him, damn good song.",1
video best,1
essa e pika kanye west stronger,0
marketing overhype people really dumb,-1
would never exoected kanyes name song. th dj lmao,-1
glad get see content free exchange watching short ad.,1
dthegs obviously,1
miss old kanye!,0
dudeguy2157 best friend!,1
devrsn feiert euch bischofshofen,0
cd,0
back bone personnel man wit pride u cant tell nothing,0
doesnt like fake shit. marries kim kardashian.,-1
go america got talent audition?,0
like se sei qui per never back,0
cassie background?,0
last good kanye song... wtf happened kanye?,0
"damn, dont make em like anymore. ask, cause im not sure anybody make real shit anymore?",-1
follow guy def follow back babyboydomdom,1
hundred millllllllll,0
wildefice1 10 shot jim beam......,0
nice stolen song,1
video remake da club fiddy,0
wait kanye wrote song?,0
"238 wowowowowowowoowowwwoowwoowow, wait",0
love song sooooooo much,1
saying,0
damn illuminatis,-1
wow stop stealing people like aphex twin daft punk,-1
cassie model video?,0
"true, probably made best comment video. let go back really matters,enjoying whatever music like.",1
daft punk remix without kanye watch?v3cgkwmkjlue,0
omg! cassie,0
fuck ruin great song,-1
"besaja1 excuse me, im girl. jealous what?",0
kanye great again!,1
kanye west telling specification new pc ?,0
"used hear kid. hearing giving much nostalgia doesnt matter much keep replaying it, never get old",1
song made life way better,1
chekt take way creative talent make song sampling them. thank god 80s! half think cool sampled decade. 80 music genre boss. thats always sampled popular ever,1
